timestamp,did,unr-file-name,unr-title,unr-desc,creator,date-inst,site-name,site-address,lat-lon,sign-manf,sign-owner,lit-unlit,time-day,subj-fast,print-pub,rights,format,dcmi,prov,proj-name,unr-cit,corr-guide,dig-pub,contrib,int-ext,rights-owner,date-img
7/12/2021 12:25:57,NNN000683,DSC_0693.Trip2.JPG; DSC_0694.Trip2.JPG; DSC_0695.Trip2.JPG,"Hanson Street Liquor flag mounted sign, Winnemucca, Nevada","<p>View of the double mounted sign for Iron Horse RV Resort during the day with unlit neon.</p><p>3400 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>566 Hanson St #2, Winnemucca, NV 89445</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000683-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000683-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000683-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 12:33:00,NNN000684,DSC_0475.Trip2.JPG; DSC_0476.Trip2.JPG,"Hi Ho Motor Lodge double mounted sign, Reno, Nevada","<p>View of the Jackpot Crossing Casino during the day with lit neon.</p><p>1897 N Edmonds Dr, Carson City, NV 89701</p></br>","Durham, Will",XXXX,,"<p>1233 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000684-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000684-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 12:40:29,NNN000685,DSC_0323.Trip2.JPG,"Hi-Way 40 Motel wall mounted signs, Reno, Nevada","<p>View of the mounted sign for JR's Bar & Grill.</p><p>2050 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>1750 E 4th St, Reno, NV 89512</p>",,,,unlit,day,Motels -- http://id.worldcat.org/fast/1026838,,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000685-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 12:49:26,NNN000686,DSC_0324.Trip2.JPG; DSC_0325.Trip2.JPG,"Hi-Way 40 Motel mounted sign, Reno, Nevada","<p>View of Jub Jub's Thirst Parlor during the day with the windows boarded.</p><p>71 S Wells Ave, Reno, NV 89502</p></br>","Durham, Will",XXXX,,"<p>1750 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000686-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000686-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 13:57:09,NNN000687,DSC_0011.Trip2.JPG; DSC_0012.Trip2.JPG; DSC_0013.Trip2.JPG; DSC_0014.Trip2.JPG; DSC_0053.Trip2.JPG; DSC_0055.Trip2.JPG,"Ho Hum Motel flag mounted signs, Reno, Nevada","<p>View of the mounted sign for the Kit Kat Guest Ranch during the day with unlit neon.</p><p>48 Kit Kat Dr, Mound House, NV 89706</p></br>","Durham, Will",XXXX,,"<p>025 S Virginia St #2417, Reno, NV 89502</p>",,,,unlit,dusk,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000687-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000687-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000687-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000687-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000687-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000687-006,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 14:13:16,NNN000688,DSC_0965.Trip2.JPG; DSC_0966.Trip2.JPG; DSC_0967.Trip2.JPG; DSC_0968.Trip2.JPG; DSC_0969.Trip2.JPG; DSC_0970.Trip2.JPG; DSC_0974.Trip2.JPG; DSC_0975.Trip2.JPG; DSC_0995.Trip2.JPG; DSC_0996.Trip2.JPG,"Holiday Motel flag mounted sign, Elko, Nevada","<p>View of the sign for La Parada during the day with unlit neon.</p><p>301 Kietzke Ln, Reno, NV 89502</p></br>","Durham, Will",XXXX,,"<p>1276 Idaho St, Elko, NV 89801</p>",,,,"lit, unlit","morning, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000688-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-006,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-007,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-008,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-009,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000688-010,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 14:33:22,NNN000689,DSC_0620.Trip2.JPG; DSC_0690.Trip2.JPG; DSC_0691.Trip2.JPG,"Holiday Motel Winnemucca mounted sign, Winnemucca, Nevada","<p>View of the flag mounted sign for the Laughing Planet during the day with unlit neon.</p><p>941 N Virginia St, Reno, NV 89503</p></br>","Durham, Will",XXXX,,"<p>670 W Winnemucca Blvd, Winnemucca, NV 89445</p>",,,,"lit, unlit","day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000689-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000689-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000689-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 14:43:29,NNN000690,DSC_0070.Trip2.JPG; DSC_0071.Trip2.JPG; DSC_0072.Trip2.JPG; DSC_0524.Trip2.JPG; DSC_0525.Trip2.JPG,"El Cortez Hotel roof mounted sign, Reno, Nevada",<p>View of a sign for Lee Armstrong's Flyin Pig during the day with unlit neon.</p></br>,"Durham, Will",1931,,"<p>239 W 2nd St, Reno, NV 89501</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000690-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000690-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000690-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000690-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000690-005,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 14:47:45,NNN000691,DSC_0977.Trip2.JPG,"Iron Horse RV Resort double mounted sign, Elko, Nevada","<p>View of the sign for Libido Adult Store & Theater during the day with unlit neon.</p><p>1052 S Virginia St, Reno, NV 89502</p></br>","Durham, Will",XXXX,,"<p>3400 Idaho St, Elko, NV 89801</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000691-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 14:54:30,NNN000692,DSC_0283.Trip2.JPG; DSC_0289.Trip2.JPG; DSC_0293.Trip2.JPG,"Jackpot Crossing Casino wall mounted signs, Carson City, Nevada","<p>View of the wall mounted sign for Lili's Restaurant during the day with unlit neon.</p><p>2325 Kietzke Ln, Reno, NV 89502</p></br>","Durham, Will",XXXX,,"<p>1897 N Edmonds Dr, Carson City, NV 89701</p>",,,,lit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000692-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000692-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000692-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:04:26,NNN000693,DSC_0868.Trip2.JPG; DSC_0873.Trip2.JPG; DSC_0874.Trip2.JPG; DSC_0983.Trip2.JPG; DSC_0984.Trip2.JPG;  DSC_0985.Trip2.JPG,"JR's Bar & Grill mounted sign, Elko, Nevada",,"Durham, Will",XXXX,,"<p>2050 Idaho St, Elko, NV 89801</p>",,,,"lit, unlit","day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Restaurant -- http://id.worldcat.org/fast/1095907",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000693-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000693-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000693-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000693-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000693-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000693-006,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:08:16,NNN000694,DSC_0150.Trip2.JPG; DSC_0151.Trip2.JPG,"Jub Jub's Thirst Parlor wall mounted sign, Reno, Nevada",,"Durham, Will",XXXX,,"<p>71 S Wells Ave, Reno, NV 89502</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000694-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000694-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:13:28,NNN000695,DSC_0268.Trip2.JPG; DSC_0269.Trip2.JPG,"Kat Kat Guest Ranch, Mound House, Nevada",,"Durham, Will",1963,,"<p>48 Kit Kat Dr, Mound House, NV 89706</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Brothels -- http://id.worldcat.org/fast/1765181",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000695-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000695-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:19:31,NNN000696,DSC_0142.Trip2.JPG; DSC_0143.Trip2.JPG; DSC_0144.Trip2.JPG; DSC_0146.Trip2.JPG; DSC_0147.Trip2.JPG,"La Parada mounted sign, Reno, Nevada",,"Durham, Will",XXXX,,"<p>301 Kietzke Ln, Reno, NV 89502</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000696-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000696-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000696-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000696-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000696-005,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:25:00,NNN000697,DSC_0453.Trip2.JPG; DSC_0454.Trip2.JPG; DSC_0455.Trip2.JPG,"Laughing Planet flag mounted sign, Reno, Nevada",,"Durham, Will",XXXX,,"<p>941 N Virginia St, Reno, NV 89503</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000697-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000697-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000697-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:30:28,NNN000698,DSC_0707.Trip2.JPG; DSC_0708.Trip2.JPG; DSC_0709.Trip2.JPG,"Lee Armstrong's Flyin Pig wall mounted sign, Winnemucca, Nevada",,"Durham, Will",XXXX,,,,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000698-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000698-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000698-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:34:49,NNN000699,DSC_0016.Trip2.JPG; DSC_0017.Trip2.JPG; DSC_0020.Trip2.JPG,"Libido Adult Store & Theater roof mounted sign, Reno, Nevada",,"Durham, Will",XXXX,,"<p>1052 S Virginia St, Reno, NV 89502</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000699-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000699-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000699-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 15:37:46,NNN000700,DSC_0158.Trip2.JPG; DSC_0159.Trip2.JPG,"Lili's Restaurant wall mounted sign, Reno, Nevada",,"Durham, Will",2009,,"<p>2325 Kietzke Ln, Reno, NV 89502</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
