did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original
pho003633|52719279-75bc-400e-a26d-bdb9074a8d4d|http://special.library.unlv.edu/ark:/62930/d1mk65756|"Slide of the Imperial Palace, Las Vegas, 1986"|"The Imperial Palace sign in Las Vegas, Nevada. The sign promotes the then ""voted as show of the year - Legends."" Automobiles are parked underneath the sign."|"pho003633. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1mk65756."|||http://special.library.unlv.edu/sites/default/files/2020-11/321055_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321055-Service%20File.jpg|
pho003634|66149001-6cc0-458e-bca6-fe82f49c6026|http://special.library.unlv.edu/ark:/62930/d1gt5ff12|"Slide of the Hacienda Hotel, Las Vegas, circa 1950s"|"Automobiles parked in front of the Hacienda Hotel in Las Vegas, Nevada."|"pho003634. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gt5ff12."|||http://special.library.unlv.edu/sites/default/files/2020-11/321056_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321056-Service%20File.jpg|
pho003635|221f8188-6355-4f00-a991-4c6a759a073f|http://special.library.unlv.edu/ark:/62930/d1c24qm7m|"Slide of the horse from the Hacienda Hotel, Las Vegas, circa 1980s"|"Night view of the lighted horse sign from the Hacienda Hotel in Las Vegas, Nevada. The electric cowboy riding the horse is wearing a neon green suit."|"pho003635. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1c24qm7m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321057_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321057-Service%20File.jpg|
pho003636|e360181d-a682-4d98-9678-3963571b56d0|http://special.library.unlv.edu/ark:/62930/d17d2q666|"Slide of the Hacienda Hotel, Las Vegas, 1986"|"The parking area and entrance to the Hacienda Hotel in Las Vegas, Nevada."|"pho003636. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17d2q666."|||http://special.library.unlv.edu/sites/default/files/2020-11/321058_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321058-Service%20File.jpg|
pho003637|8c604687-23e6-4de5-aa36-e3ac57616dd4|http://special.library.unlv.edu/ark:/62930/d13n20d2f|"Slide of Caesars Palace, Las Vegas, 1986"|"The night view of the fountains and statues from Caesars Palace in Las Vegas, Nevada."|"pho003637. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13n20d2f."|||http://special.library.unlv.edu/sites/default/files/2020-11/321059_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321059-Service%20File.jpg|
pho003638|2efa06a2-6e96-459a-8d25-f0e04177d5f1|http://special.library.unlv.edu/ark:/62930/d1zw18r7f|"Slide of Caesars Palace, Las Vegas, 1986"|"Night view of the Caesars Palace casino and hotel sign in Las Vegas, Nevada. Displayed electronically on the sign: ""Play In The Sun!! Now Featuring."" Underneath the larger sign is a smaller sign directing automobiles on where to park."|"pho003638. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1zw18r7f."|||http://special.library.unlv.edu/sites/default/files/2020-11/321060_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321060-Service%20File.jpg|
pho003639|130db05f-5671-4cc0-ada4-02148e2e32b9|http://special.library.unlv.edu/ark:/62930/d1v40jz3m|"Slide of the Dunes sign, Las Vegas, 1986"|"The night view of the Dunes and Oasis Casino sign in Las Vegas, Nevada. The sign advertises the ""Casino de Paris"" show and meal prices."|"pho003639. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1v40jz3m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321061_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321061-Service%20File.jpg|
pho003640|5a9300f2-1948-444c-bedc-9fd7ba011dc3|http://special.library.unlv.edu/ark:/62930/d1qb9v49q|"Slides of the Flamingo Hotel, Las Vegas, circa 1940s"|"The Flamingo Hotel in Las Vegas, Nevada. Automobiles can be seen parked outside."|"pho003640. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qb9v49q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321062_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321062-Service%20File.jpg|
pho003641|4f1b17db-0da7-4327-aaa5-cc0739294b21|http://special.library.unlv.edu/ark:/62930/d1kk94b5z|"Slide of the Flamingo Hilton sign, Las Vegas, 1986"|"The night view of the lighted marquee sign of the Flamingo Hilton hotel and casino in Las Vegas, Nevada. The electric sign reads: ""Hilton Flamingo Hilton."""|"pho003641. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1kk94b5z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321063_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321063-Service%20File.jpg|
pho003642|2e8d1592-2216-4237-94c8-1cd99efcbd89|http://special.library.unlv.edu/ark:/62930/d1ft8dj1t|"Slide of the Flamingo Hilton sign, Las Vegas, 1986"|"Night view of the lighted marquee sign attached to the Flamingo Hilton in Las Vegas, Nevada."|"pho003642. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ft8dj1t."|||http://special.library.unlv.edu/sites/default/files/2020-11/321064_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321064-Service%20File.jpg|
pho003643|8d7538b6-0b0f-4061-bb82-78aae7d17131|http://special.library.unlv.edu/ark:/62930/d1b56d40q|"Slide of the Flamingo Hilton, Las Vegas, 1986"|"The night view of the Flamingo Hilton flower sign in Las Vegas, Nevada. The smaller signs read ""Pot of Gold Jackpots"" and ""Worlds Largest."""|"pho003643. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1b56d40q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321065_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321065-Service%20File.jpg|
pho003644|2973b242-621d-4038-8dda-8dc06b906c6c|http://special.library.unlv.edu/ark:/62930/d16d5p96z|"Slide of the Barbary Coast Hotel, Las Vegas, 1986"|"Night view of the lighted Barbary Coast Hotel in Las Vegas, Nevada. The Flamingo Hilton can be seen behind the Barbary Coast Hotel while automobiles drive along an unidentified, neighboring street."|"pho003644. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16d5p96z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321066_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321066-Service%20File.jpg|
pho003645|a61375fc-5d41-4376-adad-ecc92d367daf|http://special.library.unlv.edu/ark:/62930/d12n4zh2t|"Slide of the Barbary Coast Hotel, Las Vegas, 1986"|"The night view of the Barbary Coast Hotel in Las Vegas, Nevada. Transcribed onto the smaller sign: ""TV Horse Racing; Double Odds On Craps; Night Dog Racing."""|"pho003645. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12n4zh2t."|||http://special.library.unlv.edu/sites/default/files/2020-11/321067_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321067-Service%20File.jpg|
pho003646|d49739e6-e603-4786-b915-8a1132b439f4|http://special.library.unlv.edu/ark:/62930/d1xw47v76|"Slide of the Thunderbird Hotel, Las Vegas, circa 1960s"|"The twilight view of the Thunderbird Hotel, now defunct, in Las Vegas, Nevada. Transcribed onto the neon sign: ""Joan Merrill, Ray English, Trini & Manolo, Dansations, Chuck Gould & His Orch."""|"pho003646. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1xw47v76."|||http://special.library.unlv.edu/sites/default/files/2020-11/321068_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321068-Service%20File.jpg|
pho003647|85535234-4926-462c-9571-de2f03ab6bef|http://special.library.unlv.edu/ark:/62930/d1t43j23s|"Slide of the Thunderbird Hotel, Las Vegas, circa 1960s"|"Night view of the neon sign for the Thunderbird Hotel in Las Vegas, Nevada."|"pho003647. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1t43j23s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321069_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321069-Service%20File.jpg|
pho003648|fbc2f8b6-fdfc-403b-92ac-a7faed5ecfda|http://special.library.unlv.edu/ark:/62930/d1pc2t791|"Slide of wedding chapels on the Strip, Las Vegas, 1986"|"The night view of signs advertising wedding chapels on the Las Vegas Strip in Las Vegas, Nevada. From left to right: The first sign reads: ""Chapel of the Bells Weddings; Wedding Chapel; Marriage License Service."" The second sign reads: ""Holiday Motel; Vacancy."" The third sign reads: ""World Famous Chapel of the Bells Weddings."""|"pho003648. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pc2t791."|||http://special.library.unlv.edu/sites/default/files/2020-11/321070_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321070-Service%20File.jpg|
pho003649|9aca6946-ec19-4082-aad1-e6b9ea594f1f|http://special.library.unlv.edu/ark:/62930/d1jm23f58|"Slide of the Silver Bell Wedding Chapel, Las Vegas, 1986"|"Night view of the neon Silver Bell Wedding Chapel in Las Vegas, Nevada."|"pho003649. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1jm23f58."|||http://special.library.unlv.edu/sites/default/files/2020-11/321071_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321071-Service%20File.jpg|
pho003650|470e01b9-b62b-46ac-9061-7c7904346626|http://special.library.unlv.edu/ark:/62930/d1dz0314v|"Slide of the Silver Bell Wedding Chapel, Las Vegas, 1986"|"Night view of the neon Silver Bell Wedding Chapel in Las Vegas, Nevada. The sign reads: ""Silver Bell Wedding Chapel 607."""|"pho003650. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1dz0314v."|||http://special.library.unlv.edu/sites/default/files/2020-11/321072_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321072-Service%20File.jpg|
pho003651|a4cf02d4-7a8a-4303-b37c-3f6ca8e6a146|http://special.library.unlv.edu/ark:/62930/d1959c70g|"Slide of the Chapel of the Bells, Las Vegas, 1986"|"Night view of the Chapel of the Bells wedding chapel in Las Vegas, Nevada. The lighted, neon sign reads: ""World Famous Chapel of the Bells Weddings."""|"pho003651. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1959c70g."|||http://special.library.unlv.edu/sites/default/files/2020-11/321073_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321073-Service%20File.jpg|
pho003652|ef50f6b7-3e50-410d-b79f-150bc2b77ed5|http://special.library.unlv.edu/ark:/62930/d15d8nd6q|"Slide of the Photo Shop, Las Vegas, 1986"|"Night view of the Photo Shop in Las Vegas, Nevada. The lighted, neon sign reads: ""Photo Shop."""|"pho003652. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d15d8nd6q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321074_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321074-Service%20File.jpg|
pho003653|5e13abc7-1901-48c1-8fe3-a21198b82d7f|http://special.library.unlv.edu/ark:/62930/d11n7xm2k|"Slide of the Photo Shop, Las Vegas, 1986"|"Neon camera sign for the Photo Shop in Las Vegas, Nevada."|"pho003653. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11n7xm2k."|||http://special.library.unlv.edu/sites/default/files/2020-11/321075_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321075-Service%20File.jpg|
pho003654|210ac213-0ed6-48d6-8695-a473c2564e98|http://special.library.unlv.edu/ark:/62930/d1ww76z7z|"Slide of the 5th Street Liquor Store, Las Vegas, 1986"|"The night view of the neon sign for the 5th Street Liquor Store in Las Vegas, Nevada."|"pho003654. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ww76z7z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321076_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321076-Service%20File.jpg|
pho003655|216c7692-7f88-447a-9414-ab0f51a9f9a5|http://special.library.unlv.edu/ark:/62930/d1s46h53j|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"Sign debris at the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003655. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1s46h53j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321077_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321077-Service%20File.jpg|
pho003656|f3a142fe-ec77-4d43-8b5f-914661d2b59f|http://special.library.unlv.edu/ark:/62930/d1nc5sb9s|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"Sign debris at the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003656. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1nc5sb9s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321078_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321078-Service%20File.jpg|
pho003657|45a33e11-51ef-4e51-89d7-508174cf5f00|http://special.library.unlv.edu/ark:/62930/d1hq3rx8z|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"Sign debris at the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003657. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1hq3rx8z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321079_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321079-Service%20File.jpg|
pho003658|8619dc69-8d51-4c29-8b4e-6e88c6ea63cc|http://special.library.unlv.edu/ark:/62930/d1cz3244m|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, circa 1980"|"A showgirl statue from the Paradises Hotel in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003658. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cz3244m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321080_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321080-Service%20File.jpg|
pho003659|3ab76071-5434-4392-a1f4-805e576f104e|http://special.library.unlv.edu/ark:/62930/d1862bb0s|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"The Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003659. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1862bb0s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321081_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321081-Service%20File.jpg|
pho003660|b42d5f41-46e9-4a57-a883-44eca990f207|http://special.library.unlv.edu/ark:/62930/d14f1mh61|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"The Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003660. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d14f1mh61."|||http://special.library.unlv.edu/sites/default/files/2020-11/321082_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321082-Service%20File.jpg|
pho003661|526cbe57-743c-42ad-8cae-5e980a2fec58|http://special.library.unlv.edu/ark:/62930/d10p0wq2w|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"The Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003661. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10p0wq2w."|||http://special.library.unlv.edu/sites/default/files/2020-11/321083_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321083-Service%20File.jpg|
pho003662|ba52c200-955b-4bb9-bbc1-c034874798fb|http://special.library.unlv.edu/ark:/62930/d1vx0627p|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"A 1960s marquee sign from the Del Webb's Nevada Club in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003662. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vx0627p."|||http://special.library.unlv.edu/sites/default/files/2020-11/321084_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321084-Service%20File.jpg|
pho003663|06f98be8-1e39-48bd-a620-c69bd884ac5e|http://special.library.unlv.edu/ark:/62930/d1r49g839|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"Letters that were once a part of the 1980s Golden Nugget sign in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003663. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1r49g839."|||http://special.library.unlv.edu/sites/default/files/2020-11/321085_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321085-Service%20File.jpg|
pho003664|c9ce4dad-ce94-4a77-aaac-3a0496d21cdc|http://special.library.unlv.edu/ark:/62930/d1mg7fv2g|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"Golden Nugget sign from the 1980s in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003664. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1mg7fv2g."|||http://special.library.unlv.edu/sites/default/files/2020-11/321086_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321086-Service%20File.jpg|
pho003665|a919d595-2add-4b60-a6c2-e428c9c06253|http://special.library.unlv.edu/ark:/62930/d1gq6r184|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"The old Golden Nugget sign from the 1980s in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003665. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gq6r184."|||http://special.library.unlv.edu/sites/default/files/2020-11/321087_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321087-Service%20File.jpg|
pho003666|ce58618c-fb4e-44f6-822a-4e8858a4f5f3|http://special.library.unlv.edu/ark:/62930/d1bz6174c|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"Golden Nugget sign from the 1980s in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003666. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1bz6174c."|||http://special.library.unlv.edu/sites/default/files/2020-11/321088_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321088-Service%20File.jpg|
pho003667|1a3ac6ac-0878-45b4-9523-ea5e9d939ccf|http://special.library.unlv.edu/ark:/62930/d17659f0j|"Slide of the Young Electric Sign Company (YESCO) sign graveyard, Las Vegas, 1986"|"The old Hacienda Hotel horse sign in the Young Electric Sign Company (YESCO) sign graveyard in Las Vegas, Nevada."|"pho003667. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17659f0j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321089_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321089-Service%20File.jpg|
pho003668|862ec4d6-7c3c-43ea-9683-9624db924336|http://special.library.unlv.edu/ark:/62930/d13f4km6s|"Slide of the Royal Nevada Hotel, Las Vegas, circa 1950s"|"The night view of the lighted Royal Nevada Hotel in Las Vegas, Nevada."|"pho003668. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13f4km6s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321090_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321090-Service%20File.jpg|
pho003669|b51dd3ac-1fb0-454f-aa42-f0d51d190696|http://special.library.unlv.edu/ark:/62930/d1zp3w01t|"Slide of the YESCO sign graveyard, Las Vegas, 1986"|"The crown sign from the 1950s Royal Nevada Hotel in the YESCO sign graveyard in Las Vegas, Nevada."|"pho003669. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1zp3w01t."|||http://special.library.unlv.edu/sites/default/files/2020-11/321091_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321091-Service%20File.jpg|
pho003670|9a7f1425-2d90-466d-bbc5-9991057c6900|http://special.library.unlv.edu/ark:/62930/d1tx3557f|"Slide of Boulder Highway and Fremont Street, Las Vegas, 1986"|"Boulder Highway at the lower portion of Fremont Street. Buildings such as Rhett Butler's Apartments, a motel, and Pond's line the side of the street as varying automobiles drive across the street's surface."|"pho003670. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1tx3557f."|||http://special.library.unlv.edu/sites/default/files/2020-11/321092_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321092-Service%20File.jpg|
pho003671|a7b1b829-3d3b-41fa-aee3-6ddbe815b259|http://special.library.unlv.edu/ark:/62930/d1q814r6x|"Slide of Don's Corral Bar, Las Vegas, 1986"|"Two cars parked in front of Don's Corral Bar in Las Vegas, Nevada. Transcribed onto the neon sign: ""Don's Corral Bar; Cocktails Pkg. Liquors; Gaming."" A sign for Davis S. Gibson and the Las Vegas Strip can be seen in the background."|"pho003671. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1q814r6x."|||http://special.library.unlv.edu/sites/default/files/2020-11/321093_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321093-Service%20File.jpg|
pho003672|0de157a2-adc3-45b9-96ad-cee0c115797a|http://special.library.unlv.edu/ark:/62930/d1kh0dz2s|"Slide of Boulder Highway, Nevada, 1986"|"Buildings including the Sky Way Drive In Theatre off of the Boulder Highway in Nevada. Site Name: Skyway Drive-in Theater (Las Vegas, Nev.)"|"pho003672. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1kh0dz2s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321094_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321094-Service%20File.jpg|
pho003673|d97ce87a-522d-444f-8cc3-fadc5eab8c79|http://special.library.unlv.edu/ark:/62930/d1fq9q48w|"Slide of Boulder Highway, Nevada, 1986"|"Tower of Pizza building located on the side of the Boulder Highway in Nevada. The Outpost Motel can be seen in the background. Site Name: Tower of Pizza (Las Vegas, Nev.); Outpost Motel (Las Vegas, Nev.)"|"pho003673. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1fq9q48w."|||http://special.library.unlv.edu/sites/default/files/2020-11/321095_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321095-Service%20File.jpg|
pho003674|93fd9881-5249-4471-8221-ac570604d2dc|http://special.library.unlv.edu/ark:/62930/d19z90b44|"Slide of the Tower of Pizza, Nevada, 1986"|"Neon Tower of Pizza sign located on the side of Boulder Highway in Nevada. Transcribed onto the sign: ""Tower of Pizza; Restaurant, Cocktails, Bar."" Site Name: Tower of Pizza (Las Vegas, Nev.)"|"pho003674. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d19z90b44."|||http://special.library.unlv.edu/sites/default/files/2020-11/321096_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321096-Service%20File.jpg|
pho003675|72915ed1-6f6f-428c-85a9-3bf6ce4f5615|http://special.library.unlv.edu/ark:/62930/d16688j09|"Slide of the El Rancho Boulder Motel, Boulder City, Nevada, 1986"|"The El Rancho Boulder Motel sign located next to the Boulder Highway in Boulder City, Nevada. The red sign reads: ""El Rancho Boulder Motel; Vacancy."" Site Name: El Rancho Boulder Motel (Boulder City, Nev.)"|"pho003675. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16688j09."|||http://special.library.unlv.edu/sites/default/files/2020-11/321097_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321097-Service%20File.jpg|
