did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original
pho003676|da6f9a5e-13b5-4826-98be-13f74c9e9883|http://special.library.unlv.edu/ark:/62930/d12f7jq6j|"Slide of the Sky Motel, Nevada; 1986"|"Sky Motel located on the side of the Boulder Highway in Nevada. The red sign reads: ""Sky Motel; Kitchenettes; Vacancy."" Site Name: Sky Motel (Las Vegas, Nev.)"|"pho003676. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12f7jq6j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321098_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321098-Service%20File.jpg|
pho003677|929293e8-21eb-44de-a28f-2c1ad12f0309|http://special.library.unlv.edu/ark:/62930/d1xs5jg4w|"Slide of the Cimarron Motel, Nevada, 1986"|"Cimarron Motel located on the side of the Boulder Highway in Nevada. Transcribed onto the red and white sign: ""Cimarron Motel; Vacancy; Refrigeration; Single, Double, Family Rooms, Swimming, TV, Coffee."" Site Name: Cimarron Motel (Las Vegas, Nev.)"|"pho003677. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1xs5jg4w."|||http://special.library.unlv.edu/sites/default/files/2020-11/321099_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321099-Service%20File.jpg|
pho003678|02abfbde-9f6d-4fea-8850-5392c2ebf7b2|http://special.library.unlv.edu/ark:/62930/d1t14tp02|"Slide of the Miracle Mile Mobile Home Park sign, Nevada, 1986"|"Miracle Mile Mobile Home Park located on the side of the Boulder Highway in Nevada. Site Name: Miracle Mile Mobile Home Park (Las Vegas, Nev.)"|"pho003678. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1t14tp02."|||http://special.library.unlv.edu/sites/default/files/2020-11/321100_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321100-Service%20File.jpg|
pho003679|138a812e-9a3b-4756-8b94-4e0396d606a4|http://special.library.unlv.edu/ark:/62930/d1p843v6p|"Slide of the Golden City Motel, Nevada, 1986"|"Sign advertising the Golden City Motel located on the sign of the Boulder Highway in Nevada. Transcribed onto the sign: ""Golden City Motel; Reservations, Kitchenetts, Pool, Color TV, Weekly Spec. Rate."" Site Name: Golden City Motel (Las Vegas, Nev.)"|"pho003679. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1p843v6p."|||http://special.library.unlv.edu/sites/default/files/2020-11/321101_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321101-Service%20File.jpg|
pho003680|8a08d2db-6473-44bc-af23-a13965fc1052|http://special.library.unlv.edu/ark:/62930/d1jh3d22z|"Slide of Flopper's Bar, Nevada, 1986"|"Flopper's Bar located on the side of the Nevada Highway in Nevada. Site Name: Flopper's Bar (Las Vegas, Nev.)"|"pho003680. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1jh3d22z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321102_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321102-Service%20File.jpg|
pho003681|f36bdf3d-7bc1-46be-81b1-530c408980f3|http://special.library.unlv.edu/ark:/62930/d1dr2p786|"Slide of the Desert Moon Motel, Nevada, 1986"|"Desert Moon Motel located on the side of the Boulder Highway in Nevada. Site Name: Desert Moon Motel (Las Vegas, Nev.)"|"pho003681. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1dr2p786."|||http://special.library.unlv.edu/sites/default/files/2020-11/321103_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321103-Service%20File.jpg|
pho003682|f5e75f04-30a2-4f30-afc3-9fd73f928776|http://special.library.unlv.edu/ark:/62930/d1901zf4c|"Slide of the neon sign for the Star View Motel, Boulder City, Nevada, 1986"|"A color image of the neon sign for the Star View Motel in Boulder City. Site Name: Star View Motel (Boulder City, Nev.)"|"pho003682. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1901zf4c."|||http://special.library.unlv.edu/sites/default/files/2020-11/321104_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321104-Service%20File.jpg|
pho003683|4e33e5fd-218a-4093-a589-30fb4682138e|http://special.library.unlv.edu/ark:/62930/d15717n0m|"Slide of Bob's All Family Restaurant, Boulder City, Nevada, 1986"|"A color image of the exterior of Bob's All Family Restaurant and its neon signs. Site Name: Bob's All Family Restaurant (Boulder City, Nev.)"|"pho003683. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d15717n0m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321105_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321105-Service%20File.jpg|
pho003684|6118b167-ab95-47b8-ba91-d597b7b7698d|http://special.library.unlv.edu/ark:/62930/d11j97691|"Slide of the Coffee Cup Cafe, Boulder City, Nevada, 1986"|"A color image of the exterior of the Coffee Cup Cafe and its neon signs. Site Name: Coffee Cup Cafe (Boulder City, Nev.)"|"pho003684. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11j97691."|||http://special.library.unlv.edu/sites/default/files/2020-11/321106_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321106-Service%20File.jpg|
pho003685|d668d8c8-3589-4c59-84e9-c6318fd888e0|http://special.library.unlv.edu/ark:/62930/d1ws8hk4n|"Slide of the neon signs for the Coffee Cup Cafe, Boulder City, Nevada, 1986"|"A color image of the neon signs for the Coffee Cup Cafe in Boulder City. Site Name: Coffee Cup Cafe (Boulder City, Nev.)"|"pho003685. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ws8hk4n."|||http://special.library.unlv.edu/sites/default/files/2020-11/321107_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321107-Service%20File.jpg|
pho003686|4e4ccb52-299f-4478-9560-708b77db19bc|http://special.library.unlv.edu/ark:/62930/d1s17ss0t|"Slide of the Sands Motel, Boulder City, Nevada, 1986"|"A color image of the exterior of the Sands Motel, including its neon signs. Site Name: Sands Motel (Boulder City, Nev.)"|"pho003686. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1s17ss0t."|||http://special.library.unlv.edu/sites/default/files/2020-11/321108_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321108-Service%20File.jpg|
pho003687|493169c0-6ae1-4d28-bc39-c22fa4be736d|http://special.library.unlv.edu/ark:/62930/d1n872z6f|"Slide of the neon sign for the Hitchin' Post Motel, Boulder City, Nevada, 1986"|"A color image of the neon sign for the Hitchin' Post Motel and part of the exterior of the building. Site Name: Hitchin' Post Motel (Boulder City, Nev.)"|"pho003687. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1n872z6f."|||http://special.library.unlv.edu/sites/default/files/2020-11/321109_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321109-Service%20File.jpg|
pho003688|e6ba0dd5-ea3d-4923-848d-bd3f60939c9e|http://special.library.unlv.edu/ark:/62930/d1hh6c52q|"Slide of the exterior of the Boulder Bowl, Boulder City, Nevada, 1986"|"A color image of the exterior of the Boulder Bowl bowling alley, including its bowling pin neon sign. Site Name: Boulder Bowl (Boulder City, Nev.)"|"pho003688. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1hh6c52q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321110_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321110-Service%20File.jpg|
pho003689|6daaa507-e17f-4b3b-8f22-f267c66c8315|http://special.library.unlv.edu/ark:/62930/d1cr5nb8z|"Slide of the Desert Inn Motel, Boulder City, Nevada, 1986"|"A color image of the exterior of the Desert Inn Motel and its neon sign. Site Name: Desert Inn Motel (Boulder City, Nev.)"|"pho003689. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cr5nb8z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321111_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321111-Service%20File.jpg|
pho003690|21014d50-3edc-4823-936c-3144c72606c9|http://special.library.unlv.edu/ark:/62930/d1804xj44|"Slide of the Travelers Mohave Motel, Boulder City, Nevada, 1986"|"A color image of the exterior of the Travelers Mohave Motel and its neon sign. Site Name: Travelers Mohave Motel (Boulder City, Nev.)"|"pho003690. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1804xj44."|||http://special.library.unlv.edu/sites/default/files/2020-11/321112_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321112-Service%20File.jpg|
pho003691|864a5250-18c3-459b-8bb4-59b5d725f277|http://special.library.unlv.edu/ark:/62930/d14b2x43q|"Slide of Harry's Cafe, Boulder City, Nevada, 1986"|"A color image of the exterior of Harry's Cafe and its neon signs. The restaurant served Chinese and American food, Site Name: Harry's Cafe (Boulder City, Nev.)"|"pho003691. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d14b2x43q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321113_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321113-Service%20File.jpg|
pho003692|f6775908-7ccf-43a4-854d-c442250b1adc|http://special.library.unlv.edu/ark:/62930/d10k2699b|"Slide of a neon sign for a casino, Laughlin, Nevada, 1986"|"A color image of a neon sign on the side of a road indicating a casino and hotel coming up."|"pho003692. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10k2699b."|||http://special.library.unlv.edu/sites/default/files/2020-11/321114_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321114-Service%20File.jpg|
pho003693|358d86f3-8073-4022-a240-0c5321352750|http://special.library.unlv.edu/ark:/62930/d1vt1gp4z|"Slide of a roadside neon sign for a casino, Laughlin, Nevada, 1986"|"A color image of a neon sign on the side of a road indicating a casino and hotel coming up."|"pho003693. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vt1gp4z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321115_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321115-Service%20File.jpg|
pho003694|88275865-11ee-4f6e-b9b2-c92aec8303f1|http://special.library.unlv.edu/ark:/62930/d1r20rw04|"Slide of the Edgewater Hotel and Casino, Laughlin, Nevada, 1986"|"A color image of the exterior of the Edgewater Hotel and Casino and its neon marquee. Site Name: Edgewater Hotel and Casino (Laughlin, Nev.)"|"pho003694. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1r20rw04."|||http://special.library.unlv.edu/sites/default/files/2020-11/321116_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321116-Service%20File.jpg|
pho003695|cd0cd601-0259-4e82-adc9-759d3b149bba|http://special.library.unlv.edu/ark:/62930/d1m902265|"Slide of the neon sign for the Crystal Palace Gambling Hall, Laughlin, Nevada, 1986"|"A color image of the neon sign for the Crystal Palace Gambling Hall. Site Name: Crystal Palace Gambling Hall (Laughlin, Nev.)"|"pho003695. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1m902265."|||http://special.library.unlv.edu/sites/default/files/2020-11/321117_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321117-Service%20File.jpg|
pho003696|1b22543f-55ea-40ba-97b8-7c5444df06d2|http://special.library.unlv.edu/ark:/62930/d1gh9b82g|"Photograph of the Crystal Palace Gambling Hall/Hotel marquee in Laughlin, Nevada, 1986"|"The Crystal Palace Gambling Hall/Hotel marquee in Laughlin, Nevada, 1986. A signs for the Pioneer, Edgewater, and Regency Casinos are visible in the background."|"pho003696. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gh9b82g."|||http://special.library.unlv.edu/sites/default/files/2020-11/321118_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321118-Service%20File.jpg|
pho003697|fb3f9c2d-3e41-492a-98ab-98d54581bfc1|http://special.library.unlv.edu/ark:/62930/d1br8mf8q|"Slide of the cowboy neon sign at the Pioneer Hotel and Gambling Hall, Laughlin, Nevada, 1986"|"A color image of the cowboy neon sign at the Pioneer Hotel and Gambling Hall. Site Name: Pioneer Hotel & Gambling Hall (Laughlin, Nev.)"|"pho003697. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1br8mf8q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321119_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321119-Service%20File.jpg|
pho003698|ec1f54a7-dc7b-4e5a-a55d-c5eb56fdb665|http://special.library.unlv.edu/ark:/62930/d1736m17m|"A slide of the neon sign for the Nevada Club, Laughlin, Nevada 1986"|"A color image of the neon sign for Del Webb's Nevada Club. The Pioneer Hotel and Gambling Hall and its neon cowboy can be seen in the background."|"pho003698. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1736m17m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321120_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321120-Service%20File.jpg|
pho003699|9e0f2f4d-d7c0-4cda-a9ac-60ec4e551dda|http://special.library.unlv.edu/ark:/62930/d13b5w73g|"Slide of the neon sign for the Nevada Club, Laughlin, Nevada, 1986"|"A color image of the neon sign for Del Webb's Nevada Club. Site Name: Del Webb's Nevada Club (Laughlin, Nev.)"|"pho003699. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13b5w73g."|||http://special.library.unlv.edu/sites/default/files/2020-11/321121_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321121-Service%20File.jpg|
