Timestamp|DigitalitemIDNNN|OriginalFilenamechil|TitleUniqueSignNameS|Descriptionnotediffe|CreatorPhotographero|Signdateofinstallati|SiteNameifknown|StreetAddressifappli|GeographicCoordinate|Signmanufacturerifkn|Signownerifknownnore|LitUnlit|TimeofDayifknown|SubjectFAST|PrintPublisherifappl|Rightshttpsrightssta|Formathttpswwwianaor|DCMIResourcetypehttp|DigitalProvenance|ProjectName|Citation|CollectionGuide|DigitalPublisher|Contributorifknownno|InteriorExteriorifkn|BLANK26|StaffNotes|Date|BLANK29|FullTitleCode|Fulltitle
|NNN000490-001||||||||||||||||||||||||||||||
|NNN000490-002||||||||||||||||||||||||||||||
|NNN000490-003||||||||||||||||||||||||||||||
"5/28/2021 8:09:29"|NNN000491|DSC_0249.Trip1.JPG|"Arrow mounted pylon sign, Ely, Nevada"|"<p>View of a now defunct sign pointing towards a building made of rocks during the day.</p>"|"Durham, Will"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000491-001||||||||||||||||||||||||||||||
"5/28/2021 8:21:35"|NNN000492|"DSC_0261.Trip1.JPG; DSC_0262.Trip1.JPG"|"Grand Central Motel roof mounted sign, Ely, Nevada"|"<p>View of the Grand Central Motel's roof mounted sign during the day.</p>"|"Durham, Will"|1950~/1955~||"1498 Lyons Ave, Ely, NV 89301"|"39.25070284468375, -114.88331880369451"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000492-001||||||||||||||||||||||||||||||
|NNN000492-002||||||||||||||||||||||||||||||
"5/28/2021 8:45:09"|NNN000493|"DSC_0206.Trip1.JPG; DSC_0207.Trip1.JPG"|"Happy Garden flag mounted wall sign, Ely, Nevada"|"<p>View of the neon sign for the Happy Garden, a Chinese restaurant in Ely, during the day with a view of the wall mounted electric sign.</p>"|"Durham, Will"|XXXX||"558 E Aultman St, Ely, NV 89301"|"39.24843815621071, -114.89225462513197"|||lit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000493-001||||||||||||||||||||||||||||||
|NNN000493-002||||||||||||||||||||||||||||||
"5/28/2021 9:24:38"|NNN000494|"DSC_0354.Trip1.JPG; DSC_0726.Trip1.JPG; DSC_0727.Trip1.JPG; DSC_0352.Trip1.JPG"|"Harrah's marquee sign, Reno, Nevada"|"<p>View of the marquee sign for Harrah's Hotel and Casino in Reno. The business was closed in early 2020.</p>"|"Durham, Will"|1937||"219 North Center Street, Reno, Nevada, 89501"|"39.52774648485096, -119.81233592697575"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000494-001||||||||||||||||||||||||||||||
|NNN000494-002||||||||||||||||||||||||||||||
|NNN000494-003||||||||||||||||||||||||||||||
|NNN000494-004||||||||||||||||||||||||||||||
"5/28/2021 10:09:30"|NNN000495|"DSC_0377.Trip1.JPG; DSC_0384.Trip1.JPG; DSC_0385.Trip1.JPG; DSC_0716.Trip1.JPG; DSC_0717.Trip1.JPG"|"Harrah's Hotel and Casino double mounted sign, Reno, Nevada"|"<p>View of the double mounted sign for Harrah's, displaying a farewell message for the closure of the building and views of the removed sign.</p>"|"Durham, Will"|XXXX||"219 N Center St, Reno, NV 89501"|"39.52774648485096, -119.81233592697575"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000495-001||||||||||||||||||||||||||||||
|NNN000495-002||||||||||||||||||||||||||||||
|NNN000495-003||||||||||||||||||||||||||||||
|NNN000495-004||||||||||||||||||||||||||||||
|NNN000495-005||||||||||||||||||||||||||||||
"5/28/2021 10:45:22"|NNN000496|DSC_0414.Trip1.JPG|"Harrah's wall mounted sign, Reno, Nevada"|"<p>View of a neon sign from Harrah's during the day.</p>"|"Durham, Will"|1937||"219 N Center St, Reno, NV 89501"|"39.52774648485096, -119.81233592697575"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000496-001||||||||||||||||||||||||||||||
"5/28/2021 11:00:55"|NNN000497|"DSC_0534.Trip1.JPG; DSC_0535.Trip1.JPG; DSC_0732.Trip1.JPG; DSC_0734.Trip1.JPG"|"Harrah's wall mounted signs, Reno, Nevada"|"<p>View of Harrah's wall mounted signs from the entrance off Virginia Street.</p>"|"Durham, Will"|1937||"219 N Center St, Reno, NV 89501"|"39.52774648485096, -119.81233592697575"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000497-001||||||||||||||||||||||||||||||
|NNN000497-002||||||||||||||||||||||||||||||
|NNN000497-003||||||||||||||||||||||||||||||
|NNN000497-004||||||||||||||||||||||||||||||
"5/28/2021 11:19:02"|NNN000498|"DSC_0544.Trip1.JPG; DSC_0545.Trip1.JPG"|"Harrah's wall mounted sign, Reno, Nevada"|"<p>View of the hotel tower sign for Harrah's during the day.</p>"|"Durham, Will"|1937||"219 N Center St, Reno, NV 89501"|"39.52774648485096, -119.81233592697575"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000498-001||||||||||||||||||||||||||||||
|NNN000498-002||||||||||||||||||||||||||||||
"5/28/2021 11:20:34"|NNN000499|DSC_0549.Trip1.JPG|"Harrah's wall mounted sign, Reno, Nevada"|"<p>View of a removed sign for Harrah's parking complex during the day.</p>"|"Durham, Will"|XXXX||"219 N Center St, Reno, NV 89501"|"39.52774648485096, -119.81233592697575"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000499-001||||||||||||||||||||||||||||||
"5/28/2021 11:25:05"|NNN000500|"DSC_0556.Trip1.JPG; DSC_0557.Trip1.JPG"|"HG sign, Reno, Nevada"|"<p>View of a sign with the letters ""H"" and ""G"" around a sun in an unspecified window.</p>"|"Durham, Will"|XXXX||||||lit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000500-001||||||||||||||||||||||||||||||
|NNN000500-002||||||||||||||||||||||||||||||
"5/29/2021 7:14:29"|NNN000501|"DSC_0536.Trip1.JPG; DSC_0538.Trip1.JPG; DSC_0539.Trip1.JPG; DSC_0531.Trip1.JPG; DSC_0707.Trip4.JPG"|"Horseshoe Jewelry and Loan wall mounted sign, Reno, Nevada"|"<p>View of the Horseshoe Jewelry and Loan during the day and at night. The building was sold in 2016 and before the late 1990's the business was a functioning casino.</p>"|"Durham, Will"|XXXX||||||unlit|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2017~|||
|NNN000501-001||||||||||||||||||||||||||||||
|NNN000501-002||||||||||||||||||||||||||||||
|NNN000501-003||||||||||||||||||||||||||||||
|NNN000501-004||||||||||||||||||||||||||||||
|NNN000501-005||||||||||||||||||||||||||||||
"6/2/2021 7:05:22"|NNN000502|"DSC_0671.Trip1.JPG; DSC_0672.Trip1.JPG; DSC_0676.Trip1.JPG"|"Horse Shoe Motel mounted pylon sign, Reno, Nevada"|"<p>View of the Horse Shoe Motel during the day.</p>"|"Durham, Will"|XXXX||"490 Lake St, Reno, NV 89501"|"39.5316533522787, -119.81146572697558"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000502-001||||||||||||||||||||||||||||||
|NNN000502-002||||||||||||||||||||||||||||||
|NNN000502-003||||||||||||||||||||||||||||||
"6/2/2021 7:29:19"|NNN000503|"DSC_0464.Trip1.JPG; DSC_0465.Trip1.JPG; DSC_0470.Trip1.JPG"|"Horseshoe wall mounted sign, Reno, Nevada"|"<p>View of a horseshoe-shaped sign in an unspecified location.</p>"|"Durham, Will"|XXXX||||||lit|"night, unknown"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Interior|||2016~/2020~|||
|NNN000503-001||||||||||||||||||||||||||||||
|NNN000503-002||||||||||||||||||||||||||||||
|NNN000503-003|"^^ Assistance identifying this business requested, window reflection shows the Ponderosa Hotel"|||||||||||||||||||||||||||||
"6/2/2021 7:39:28"|NNN000504|"DSC_0913.Trip1.JPG; DSC_0914.Trip1.JPG; DSC_0915.Trip1.JPG"|"Hotel  El Cortez roof mounted sign, Reno, Nevada"|"<p>View of the roof mounted sign for the Hotel El Cortez in the early morning.</p>"|"Durham, Will"|XXXX||"239 W 2nd St, Reno, NV 89501"|"39.52659868512656, -119.81657318889222"|||unlit|morning|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000504-001||||||||||||||||||||||||||||||
|NNN000504-002||||||||||||||||||||||||||||||
|NNN000504-003||||||||||||||||||||||||||||||
"6/2/2021 8:32:49"|NNN000505|"DSC_0103.Trip1.JPG; DSC_0104.Trip1.JPG; DSC_0177.Trip1.JPG; DSC_0178.Trip1.JPG"|"Hotel Nevada wall mounted sign, Ely, Nevada"|"<p>View of a sign reading ""Historic Hotel Nevada"" during the day and at night.</p>"|"Durham, Will"|1929||"501 E Aultman St, Ely, NV 89301"|"39.24807635948706, -114.89241856746054"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000505-001||||||||||||||||||||||||||||||
|NNN000505-002||||||||||||||||||||||||||||||
|NNN000505-003||||||||||||||||||||||||||||||
|NNN000505-004||||||||||||||||||||||||||||||
"6/2/2021 9:10:22"|NNN000506|"DSC_0141.Trip1.JPG; DSC_0149.Trip1.JPG; DSC_0153.Trip1.JPG; DSC_0158.Trip1.JPG; DSC_0208.Trip1.JPG; DSC_0155.Trip1.JPG; DSC_0170.Trip1.JPG"|"Hotel Nevada mounted Hotel Entrance wall sign, Ely, Nevada"|"<p>View of a Hotel Nevada sign above the hotel entrance.</p>"|"Durham, Will"|1929||"501 E Aultman St, Ely, NV 89301"|"39.24807635948706, -114.89241856746054"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000506-001||||||||||||||||||||||||||||||
|NNN000506-002||||||||||||||||||||||||||||||
|NNN000506-003||||||||||||||||||||||||||||||
|NNN000506-004||||||||||||||||||||||||||||||
|NNN000506-005||||||||||||||||||||||||||||||
|NNN000506-006||||||||||||||||||||||||||||||
|NNN000506-007||||||||||||||||||||||||||||||
"6/2/2021 9:17:09"|NNN000507|DSC_0101.Trip1.JPG|"Hotel Nevada billboard, Ely, Nevada"|"<p>View of the Hotel Nevada billboard reading ""Hotel Nevada Western Hospitality.""</p>"|"Durham, Will"|XXXX||"501 E Aultman St, Ely, NV 89301"|"39.24807635948706, -114.89241856746054"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000507-001||||||||||||||||||||||||||||||
"6/2/2021 9:41:34"|NNN000508|"DSC_0140.Trip1.JPG; DSC_0211.Trip1.JPG; DSC_0172.Trip1.JPG"|"Hotel Nevada and Nevada Club wall and roof mounted signs, Ely, Nevada"|"<p>View of the signs for the Hotel Nevada and Nevada Club, including a closeup of a slot machine sign.</p>"|"Durham, Will"|1929||"501 E Aultman St, Ely, NV 89301"|"39.24807635948706, -114.89241856746054"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000508-001||||||||||||||||||||||||||||||
|NNN000508-002||||||||||||||||||||||||||||||
|NNN000508-003||||||||||||||||||||||||||||||
"6/2/2021 10:02:44"|NNN000509|"DSC_0343.Trip1.JPG; DSC_0345.Trip1.JPG"|"Ichiban wall mounted sign, Reno, Nevada"|"<p>View of the sign for Ichiban with lit neon.</p>"|"Durham, Will"|1980~||"345 N Virginia St, Reno, NV 89501"|"39.52901200961664, -119.81431098649654"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000509-001||||||||||||||||||||||||||||||
|NNN000509-002||||||||||||||||||||||||||||||
"6/2/2021 10:40:26"|NNN000510|"DSC_0135.Trip1.JPG; DSC_0137.Trip1.JPG; DSC_0223.Trip1.JPG"|"Jailhouse Motel Casino wall mounted signs, Ely, Nevada"|"<p>View of the Jailhouse Motel Casino's wall mounted sign during the day and at night.</p>"|"Durham, Will"|XXXX||"211 5th St, Ely, NV 89301"|"39.24877301527802, -114.89268853068059"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000510-001||||||||||||||||||||||||||||||
|NNN000510-002||||||||||||||||||||||||||||||
|NNN000510-003||||||||||||||||||||||||||||||
"6/2/2021 10:52:55"|NNN000511|"DSC_0884.Trip1.JPG; DSC_0885.Trip1.JPG; DSC_0887.Trip1.JPG; DSC_0889.Trip1.JPG"|"Juicy's Giant Burgers mounted sign, Reno, Nevada"|"<p>View of the sign for Juicy's Giant Bugers.</p>"|"Durham, Will"|XXXX||||||lit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000511-001||||||||||||||||||||||||||||||
|NNN000511-002||||||||||||||||||||||||||||||
|NNN000511-003||||||||||||||||||||||||||||||
|NNN000511-004||||||||||||||||||||||||||||||
"6/3/2021 8:07:03"|NNN000512|"DSC_0558.Trip1.JPG; DSC_0952.Trip1.JPG; DSC_0954.Trip1.JPG; DSC_0956.Trip1.JPG; DSC_0039.Trip2.JPG; DSC_0040.Trip2.JPG"|"Kramer's Midtown Motel mounted sign, Reno, Nevada"|"<p>View of the sign for Kramer's Midtown Motel during the day and at night. The property used to be The El Dorado but was remodeled by new owners in 2020.</p>"|"Durham, Will"|2020||"1607 S Virginia St, Reno, NV 89502"|"39.508239021094525, -119.80445592697613"|||lit|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000512-001||||||||||||||||||||||||||||||
|NNN000512-002||||||||||||||||||||||||||||||
|NNN000512-003||||||||||||||||||||||||||||||
|NNN000512-004||||||||||||||||||||||||||||||
|NNN000512-005||||||||||||||||||||||||||||||
|NNN000512-006||||||||||||||||||||||||||||||
"6/3/2021 8:09:30"|NNN000513|"DSC_0950.Trip1.JPG; DSC_0951.Trip1.JPG; DSC_0041.Trip2.JPG; DSC_0043.Trip2.JPG"|"Kramer's wall mounted sign, Reno, Nevada"|"<p>View of a wall mounted sign for a Kramer's property over a mural.</p>"|"Durham, Will"|XXXX||||||lit|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000513-001||||||||||||||||||||||||||||||
|NNN000513-002||||||||||||||||||||||||||||||
|NNN000513-003||||||||||||||||||||||||||||||
|NNN000513-004||||||||||||||||||||||||||||||
"6/3/2021 8:28:24"|NNN000514|"DSC_0998.Trip1.JPG; DSC_0999.Trip1.JPG; DSC_1000.Trip1.JPG"|"Lasting Dose Tattoo wall mounted signs, Reno, Nevada"|"<p>View of the Lasting Dose Tattoo front sign with unlit neon.</p>"|"Durham, Will"|2015||"888 S Virginia St, Reno, NV 89502"|"39.51673160940849, -119.80760448334367"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000514-001||||||||||||||||||||||||||||||
|NNN000514-002||||||||||||||||||||||||||||||
|NNN000514-003||||||||||||||||||||||||||||||
"6/3/2021 8:48:56"|NNN000515|"DSC_0203.Trip1.JPG; DSC_0204.Trip1.JPG; DSC_0205.Trip1.JPG"|"Liberty O' Aces Club flag mounted wall sign, Ely, Nevada"|"<p>Daylight views of the sign for Liberty O' Aces Club.</p>"|"Durham, Will"|XXXX||"584 E Aultman St, Ely, NV 89301"|"39.248515090201884, -114.89176772143287"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~|||
|NNN000515-001||||||||||||||||||||||||||||||
|NNN000515-002||||||||||||||||||||||||||||||
|NNN000515-003||||||||||||||||||||||||||||||
"6/3/2021 9:25:56"|NNN000516|"DSC_0543.Trip1.JPG; DSC_0725.Trip1.JPG; DSC_0541.Trip1.JPG"|"Little Nugget marquee sign, Reno, Nevada"|"<p>View of The Little Nugget after its closure in 2020.</p>"|"Durham, Will"|1949~/1955~||"233 N Virginia St, Reno, NV 89501"|"39.52762710972155, -119.81338693307043"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020|||
|NNN000516-001||||||||||||||||||||||||||||||
|NNN000516-002||||||||||||||||||||||||||||||
|NNN000516-003||||||||||||||||||||||||||||||
